Ligand,Docking_Energy,rmsd/ub,RMSD_lb,Source_File
199_uff_e=50.33_out,-3.9,0.0,0.0,ligand 1.csv
199_uff_e=50.33_out,-3.8,3.409,1.385,ligand 1.csv
199_uff_e=50.33_out,-3.8,3.108,1.854,ligand 1.csv
199_uff_e=50.33_out,-3.6,4.089,2.089,ligand 1.csv
199_uff_e=50.33_out,-3.6,3.196,2.186,ligand 1.csv
199_uff_e=50.33_out,-3.6,3.579,1.975,ligand 1.csv
199_uff_e=50.33_out,-3.5,19.283,18.35,ligand 1.csv
199_uff_e=50.33_out,-3.5,3.006,2.095,ligand 1.csv
199_uff_e=50.33_out,-3.5,22.373,21.516,ligand 1.csv
264_uff_e=17.52_out,-3.8,0.0,0.0,ligand 1.csv
264_uff_e=17.52_out,-3.4,3.971,3.185,ligand 1.csv
264_uff_e=17.52_out,-3.3,18.816,18.235,ligand 1.csv
264_uff_e=17.52_out,-3.3,18.247,18.071,ligand 1.csv
264_uff_e=17.52_out,-3.3,18.404,18.283,ligand 1.csv
264_uff_e=17.52_out,-3.1,10.389,9.571,ligand 1.csv
264_uff_e=17.52_out,-3.1,16.379,15.889,ligand 1.csv
264_uff_e=17.52_out,-3.1,19.74,19.095,ligand 1.csv
264_uff_e=17.52_out,-3.1,21.245,20.608,ligand 1.csv
323_uff_e=92.26_out,-5.6,0.0,0.0,ligand 1.csv
323_uff_e=92.26_out,-5.6,2.145,1.25,ligand 1.csv
323_uff_e=92.26_out,-5.4,19.309,18.651,ligand 1.csv
323_uff_e=92.26_out,-5.4,19.222,18.744,ligand 1.csv
323_uff_e=92.26_out,-5.3,4.148,2.276,ligand 1.csv
323_uff_e=92.26_out,-5.3,3.081,2.311,ligand 1.csv
323_uff_e=92.26_out,-5.1,2.103,1.586,ligand 1.csv
323_uff_e=92.26_out,-5.0,2.976,1.502,ligand 1.csv
323_uff_e=92.26_out,-5.0,22.707,21.139,ligand 1.csv
325_uff_e=87.15_out,-5.2,0.0,0.0,ligand 1.csv
325_uff_e=87.15_out,-5.1,1.912,0.697,ligand 1.csv
325_uff_e=87.15_out,-5.0,3.647,2.454,ligand 1.csv
325_uff_e=87.15_out,-5.0,4.735,2.579,ligand 1.csv
325_uff_e=87.15_out,-5.0,3.725,2.357,ligand 1.csv
325_uff_e=87.15_out,-4.8,22.197,21.14,ligand 1.csv
325_uff_e=87.15_out,-4.8,22.126,21.16,ligand 1.csv
325_uff_e=87.15_out,-4.8,4.885,3.21,ligand 1.csv
325_uff_e=87.15_out,-4.7,5.376,3.26,ligand 1.csv
326_uff_e=71.07_out,-5.3,0.0,0.0,ligand 1.csv
326_uff_e=71.07_out,-5.2,1.468,0.141,ligand 1.csv
326_uff_e=71.07_out,-4.9,2.802,1.857,ligand 1.csv
326_uff_e=71.07_out,-4.7,4.818,3.301,ligand 1.csv
326_uff_e=71.07_out,-4.7,22.144,21.064,ligand 1.csv
326_uff_e=71.07_out,-4.7,22.096,21.064,ligand 1.csv
326_uff_e=71.07_out,-4.7,3.873,2.512,ligand 1.csv
326_uff_e=71.07_out,-4.6,4.717,2.885,ligand 1.csv
326_uff_e=71.07_out,-4.6,4.559,2.852,ligand 1.csv
370_uff_e=77.54_out,-5.5,0.0,0.0,ligand 1.csv
370_uff_e=77.54_out,-5.5,2.405,0.203,ligand 1.csv
370_uff_e=77.54_out,-5.1,12.091,10.327,ligand 1.csv
370_uff_e=77.54_out,-5.1,11.986,10.265,ligand 1.csv
370_uff_e=77.54_out,-5.1,12.361,10.748,ligand 1.csv
370_uff_e=77.54_out,-5.0,12.444,10.84,ligand 1.csv
370_uff_e=77.54_out,-5.0,3.425,1.733,ligand 1.csv
370_uff_e=77.54_out,-4.9,12.814,10.842,ligand 1.csv
370_uff_e=77.54_out,-4.8,4.698,1.236,ligand 1.csv
379_uff_e=30.37_out,-4.3,0.0,0.0,ligand 1.csv
379_uff_e=30.37_out,-3.9,5.318,4.158,ligand 1.csv
379_uff_e=30.37_out,-3.9,20.876,19.285,ligand 1.csv
379_uff_e=30.37_out,-3.9,10.626,9.25,ligand 1.csv
379_uff_e=30.37_out,-3.9,2.047,1.267,ligand 1.csv
379_uff_e=30.37_out,-3.9,21.068,19.668,ligand 1.csv
379_uff_e=30.37_out,-3.8,21.239,19.864,ligand 1.csv
379_uff_e=30.37_out,-3.8,3.548,2.807,ligand 1.csv
379_uff_e=30.37_out,-3.8,22.503,21.611,ligand 1.csv
412_uff_e=265.80_out,-4.8,0.0,0.0,ligand 1.csv
412_uff_e=265.80_out,-4.6,4.566,1.151,ligand 1.csv
412_uff_e=265.80_out,-4.4,4.626,2.991,ligand 1.csv
412_uff_e=265.80_out,-4.4,2.817,2.211,ligand 1.csv
412_uff_e=265.80_out,-4.4,19.832,18.805,ligand 1.csv
412_uff_e=265.80_out,-4.3,21.486,20.008,ligand 1.csv
412_uff_e=265.80_out,-4.3,10.906,9.681,ligand 1.csv
412_uff_e=265.80_out,-4.3,14.291,13.441,ligand 1.csv
412_uff_e=265.80_out,-4.2,3.44,2.43,ligand 1.csv
502_uff_e=72.75_out,-3.9,0.0,0.0,ligand 1.csv
502_uff_e=72.75_out,-3.7,21.97,21.017,ligand 1.csv
502_uff_e=72.75_out,-3.7,15.208,14.206,ligand 1.csv
502_uff_e=72.75_out,-3.6,2.743,2.003,ligand 1.csv
502_uff_e=72.75_out,-3.6,22.454,21.977,ligand 1.csv
502_uff_e=72.75_out,-3.6,4.52,1.945,ligand 1.csv
502_uff_e=72.75_out,-3.6,2.157,1.695,ligand 1.csv
502_uff_e=72.75_out,-3.6,22.132,21.792,ligand 1.csv
502_uff_e=72.75_out,-3.5,3.793,2.036,ligand 1.csv
681_uff_e=104.84_out,-4.7,0.0,0.0,ligand 1.csv
681_uff_e=104.84_out,-4.6,2.463,1.526,ligand 1.csv
681_uff_e=104.84_out,-4.6,3.111,2.25,ligand 1.csv
681_uff_e=104.84_out,-4.6,11.293,9.567,ligand 1.csv
681_uff_e=104.84_out,-4.6,12.646,11.181,ligand 1.csv
681_uff_e=104.84_out,-4.6,19.293,18.887,ligand 1.csv
681_uff_e=104.84_out,-4.5,11.484,9.99,ligand 1.csv
681_uff_e=104.84_out,-4.4,19.908,19.326,ligand 1.csv
681_uff_e=104.84_out,-4.4,19.732,19.218,ligand 1.csv
802_uff_e=244.64_out,-5.5,0.0,0.0,ligand 1.csv
802_uff_e=244.64_out,-5.3,4.564,3.663,ligand 1.csv
802_uff_e=244.64_out,-5.2,3.692,2.863,ligand 1.csv
802_uff_e=244.64_out,-5.1,20.288,19.389,ligand 1.csv
802_uff_e=244.64_out,-5.0,13.253,11.98,ligand 1.csv
802_uff_e=244.64_out,-5.0,22.409,21.392,ligand 1.csv
802_uff_e=244.64_out,-5.0,5.39,4.12,ligand 1.csv
802_uff_e=244.64_out,-5.0,2.357,1.66,ligand 1.csv
802_uff_e=244.64_out,-5.0,15.549,14.052,ligand 1.csv
896_uff_e=272.17_out,-5.3,0.0,0.0,ligand 1.csv
896_uff_e=272.17_out,-5.3,20.651,19.411,ligand 1.csv
896_uff_e=272.17_out,-5.3,2.789,2.064,ligand 1.csv
896_uff_e=272.17_out,-5.2,20.115,19.286,ligand 1.csv
896_uff_e=272.17_out,-5.1,23.363,21.6,ligand 1.csv
896_uff_e=272.17_out,-5.1,23.78,22.122,ligand 1.csv
896_uff_e=272.17_out,-5.0,23.324,20.976,ligand 1.csv
896_uff_e=272.17_out,-5.0,23.044,21.6,ligand 1.csv
896_uff_e=272.17_out,-4.9,23.758,22.588,ligand 1.csv
936_uff_e=73.71_out,-4.6,0.0,0.0,ligand 1.csv
936_uff_e=73.71_out,-4.5,13.76,12.879,ligand 1.csv
936_uff_e=73.71_out,-4.5,18.899,18.712,ligand 1.csv
936_uff_e=73.71_out,-4.3,13.474,12.808,ligand 1.csv
936_uff_e=73.71_out,-4.3,19.07,18.909,ligand 1.csv
936_uff_e=73.71_out,-4.2,13.209,13.018,ligand 1.csv
936_uff_e=73.71_out,-4.1,1.958,1.237,ligand 1.csv
936_uff_e=73.71_out,-4.1,13.6,12.745,ligand 1.csv
936_uff_e=73.71_out,-4.1,11.798,10.795,ligand 1.csv
938_uff_e=58.97_out,-4.9,0.0,0.0,ligand 1.csv
938_uff_e=58.97_out,-4.6,3.613,2.677,ligand 1.csv
938_uff_e=58.97_out,-4.4,11.524,10.594,ligand 1.csv
938_uff_e=58.97_out,-4.4,12.494,11.641,ligand 1.csv
938_uff_e=58.97_out,-4.2,12.272,11.515,ligand 1.csv
938_uff_e=58.97_out,-4.2,3.435,2.486,ligand 1.csv
938_uff_e=58.97_out,-4.2,18.97,18.727,ligand 1.csv
938_uff_e=58.97_out,-4.0,19.203,18.76,ligand 1.csv
938_uff_e=58.97_out,-4.0,22.11,21.416,ligand 1.csv
985_uff_e=59.56_out,-4.2,0.0,0.0,ligand 1.csv
985_uff_e=59.56_out,-4.1,23.421,21.832,ligand 1.csv
985_uff_e=59.56_out,-4.1,23.542,22.08,ligand 1.csv
985_uff_e=59.56_out,-4.1,5.001,2.259,ligand 1.csv
985_uff_e=59.56_out,-4.0,2.811,1.574,ligand 1.csv
985_uff_e=59.56_out,-4.0,3.922,1.445,ligand 1.csv
985_uff_e=59.56_out,-4.0,23.364,21.827,ligand 1.csv
985_uff_e=59.56_out,-3.9,2.276,1.325,ligand 1.csv
985_uff_e=59.56_out,-3.9,24.651,23.268,ligand 1.csv
1018_uff_e=55.44_out,-4.8,0.0,0.0,ligand 1.csv
1018_uff_e=55.44_out,-4.7,3.896,2.776,ligand 1.csv
1018_uff_e=55.44_out,-4.5,1.62,0.964,ligand 1.csv
1018_uff_e=55.44_out,-4.4,12.252,11.536,ligand 1.csv
1018_uff_e=55.44_out,-4.3,18.891,18.036,ligand 1.csv
1018_uff_e=55.44_out,-4.3,11.371,10.649,ligand 1.csv
1018_uff_e=55.44_out,-4.2,19.287,18.806,ligand 1.csv
1018_uff_e=55.44_out,-4.1,18.885,18.547,ligand 1.csv
1018_uff_e=55.44_out,-4.1,12.058,11.348,ligand 1.csv
1057_uff_e=62.88_out,-4.5,0.0,0.0,ligand 1.csv
1057_uff_e=62.88_out,-4.5,2.774,0.01,ligand 1.csv
1057_uff_e=62.88_out,-4.3,18.709,17.899,ligand 1.csv
1057_uff_e=62.88_out,-4.3,18.838,17.899,ligand 1.csv
1057_uff_e=62.88_out,-4.3,1.93,1.168,ligand 1.csv
1057_uff_e=62.88_out,-4.3,13.509,13.11,ligand 1.csv
1057_uff_e=62.88_out,-4.3,13.589,13.107,ligand 1.csv
1057_uff_e=62.88_out,-4.3,10.982,9.954,ligand 1.csv
1057_uff_e=62.88_out,-4.3,11.605,10.608,ligand 1.csv
1136_uff_e=202.30_out,-4.2,0.0,0.0,ligand 1.csv
1136_uff_e=202.30_out,-4.0,10.776,9.723,ligand 1.csv
1136_uff_e=202.30_out,-3.9,3.1,2.14,ligand 1.csv
1136_uff_e=202.30_out,-3.9,2.157,1.267,ligand 1.csv
1136_uff_e=202.30_out,-3.9,4.605,3.28,ligand 1.csv
1136_uff_e=202.30_out,-3.8,2.457,1.825,ligand 1.csv
1136_uff_e=202.30_out,-3.8,3.325,2.538,ligand 1.csv
1136_uff_e=202.30_out,-3.8,10.518,9.718,ligand 1.csv
1136_uff_e=202.30_out,-3.8,3.492,2.791,ligand 1.csv
1137_uff_e=541.47_out,-4.7,0.0,0.0,ligand 1.csv
1137_uff_e=541.47_out,-4.4,10.192,9.304,ligand 1.csv
1137_uff_e=541.47_out,-4.4,2.404,1.403,ligand 1.csv
1137_uff_e=541.47_out,-4.4,22.051,21.35,ligand 1.csv
1137_uff_e=541.47_out,-4.3,5.681,4.735,ligand 1.csv
1137_uff_e=541.47_out,-4.3,2.261,1.596,ligand 1.csv
1137_uff_e=541.47_out,-4.2,16.105,15.572,ligand 1.csv
1137_uff_e=541.47_out,-4.2,4.459,3.575,ligand 1.csv
1137_uff_e=541.47_out,-4.2,22.174,21.237,ligand 1.csv
1150_uff_e=251.94_out,-5.3,0.0,0.0,ligand 1.csv
1150_uff_e=251.94_out,-5.0,2.255,1.903,ligand 1.csv
1150_uff_e=251.94_out,-4.9,2.642,1.798,ligand 1.csv
1150_uff_e=251.94_out,-4.6,4.455,1.861,ligand 1.csv
1150_uff_e=251.94_out,-4.6,5.531,1.755,ligand 1.csv
1150_uff_e=251.94_out,-4.6,22.489,21.01,ligand 1.csv
1150_uff_e=251.94_out,-4.6,14.106,12.74,ligand 1.csv
1150_uff_e=251.94_out,-4.6,12.531,11.4,ligand 1.csv
1150_uff_e=251.94_out,-4.6,19.883,18.845,ligand 1.csv
1188_uff_e=226.96_out,-5.0,0.0,0.0,ligand 1.csv
1188_uff_e=226.96_out,-5.0,3.039,2.277,ligand 1.csv
1188_uff_e=226.96_out,-5.0,3.327,1.661,ligand 1.csv
1188_uff_e=226.96_out,-4.9,3.148,1.757,ligand 1.csv
1188_uff_e=226.96_out,-4.9,3.535,2.398,ligand 1.csv
1188_uff_e=226.96_out,-4.9,3.408,2.236,ligand 1.csv
1188_uff_e=226.96_out,-4.8,4.195,2.308,ligand 1.csv
1188_uff_e=226.96_out,-4.8,3.016,1.938,ligand 1.csv
1188_uff_e=226.96_out,-4.7,13.833,13.525,ligand 1.csv
1256_uff_e=114.10_out,-5.6,0.0,0.0,ligand 1.csv
1256_uff_e=114.10_out,-5.3,4.311,2.662,ligand 1.csv
1256_uff_e=114.10_out,-5.2,5.342,3.297,ligand 1.csv
1256_uff_e=114.10_out,-5.1,4.347,2.728,ligand 1.csv
1256_uff_e=114.10_out,-5.1,2.107,1.611,ligand 1.csv
1256_uff_e=114.10_out,-5.1,21.93,20.683,ligand 1.csv
1256_uff_e=114.10_out,-5.0,21.132,20.686,ligand 1.csv
1256_uff_e=114.10_out,-5.0,5.764,4.018,ligand 1.csv
1256_uff_e=114.10_out,-5.0,22.027,20.782,ligand 1.csv
1832_uff_e=307.95_out,-5.2,0.0,0.0,ligand 1.csv
1832_uff_e=307.95_out,-5.1,20.242,19.143,ligand 1.csv
1832_uff_e=307.95_out,-4.8,3.262,2.158,ligand 1.csv
1832_uff_e=307.95_out,-4.8,4.75,2.557,ligand 1.csv
1832_uff_e=307.95_out,-4.8,23.599,22.365,ligand 1.csv
1832_uff_e=307.95_out,-4.7,4.593,2.099,ligand 1.csv
1832_uff_e=307.95_out,-4.7,22.581,20.803,ligand 1.csv
1832_uff_e=307.95_out,-4.7,10.047,7.001,ligand 1.csv
1832_uff_e=307.95_out,-4.6,11.547,9.236,ligand 1.csv
1890_uff_e=204.69_out,-7.0,0.0,0.0,ligand 1.csv
1890_uff_e=204.69_out,-6.6,5.168,3.846,ligand 1.csv
1890_uff_e=204.69_out,-6.6,6.327,3.778,ligand 1.csv
1890_uff_e=204.69_out,-6.4,24.437,23.05,ligand 1.csv
1890_uff_e=204.69_out,-6.4,5.205,4.009,ligand 1.csv
1890_uff_e=204.69_out,-6.3,23.412,22.286,ligand 1.csv
1890_uff_e=204.69_out,-6.2,23.379,22.43,ligand 1.csv
1890_uff_e=204.69_out,-6.2,23.548,21.73,ligand 1.csv
1890_uff_e=204.69_out,-6.1,2.606,1.843,ligand 1.csv
2153_uff_e=262.55_out,-5.3,0.0,0.0,ligand 1.csv
2153_uff_e=262.55_out,-5.1,3.332,1.307,ligand 1.csv
2153_uff_e=262.55_out,-4.8,3.421,2.122,ligand 1.csv
2153_uff_e=262.55_out,-4.7,3.16,1.512,ligand 1.csv
2153_uff_e=262.55_out,-4.6,2.983,1.721,ligand 1.csv
2153_uff_e=262.55_out,-4.6,3.152,1.201,ligand 1.csv
2153_uff_e=262.55_out,-4.6,2.949,1.306,ligand 1.csv
2153_uff_e=262.55_out,-4.6,13.005,12.478,ligand 1.csv
2153_uff_e=262.55_out,-4.6,3.309,1.935,ligand 1.csv
2181_uff_e=107.04_out,-5.2,0.0,0.0,ligand 1.csv
2181_uff_e=107.04_out,-5.0,2.229,1.5,ligand 1.csv
2181_uff_e=107.04_out,-5.0,5.023,0.949,ligand 1.csv
2181_uff_e=107.04_out,-4.9,5.107,1.769,ligand 1.csv
2181_uff_e=107.04_out,-4.8,2.004,1.547,ligand 1.csv
2181_uff_e=107.04_out,-4.8,23.647,22.502,ligand 1.csv
2181_uff_e=107.04_out,-4.8,3.81,2.547,ligand 1.csv
2181_uff_e=107.04_out,-4.7,4.897,1.099,ligand 1.csv
2181_uff_e=107.04_out,-4.7,4.854,2.574,ligand 1.csv
2230_uff_e=126.48_out,-4.4,0.0,0.0,ligand 1.csv
2230_uff_e=126.48_out,-4.3,2.449,1.948,ligand 1.csv
2230_uff_e=126.48_out,-4.0,11.465,10.974,ligand 1.csv
2230_uff_e=126.48_out,-4.0,4.275,2.846,ligand 1.csv
2230_uff_e=126.48_out,-4.0,11.2,10.566,ligand 1.csv
2230_uff_e=126.48_out,-4.0,10.821,10.215,ligand 1.csv
2230_uff_e=126.48_out,-4.0,3.913,2.758,ligand 1.csv
2230_uff_e=126.48_out,-4.0,2.356,1.565,ligand 1.csv
2230_uff_e=126.48_out,-3.9,11.359,10.666,ligand 1.csv
2236_uff_e=741.61_out,-6.8,0.0,0.0,ligand 1.csv
2236_uff_e=741.61_out,-6.6,23.501,22.322,ligand 1.csv
2236_uff_e=741.61_out,-6.4,13.293,10.327,ligand 1.csv
2236_uff_e=741.61_out,-6.2,20.021,18.127,ligand 1.csv
2236_uff_e=741.61_out,-6.1,13.263,11.33,ligand 1.csv
2236_uff_e=741.61_out,-6.1,23.345,22.361,ligand 1.csv
2236_uff_e=741.61_out,-6.0,6.382,2.109,ligand 1.csv
2236_uff_e=741.61_out,-6.0,24.867,23.524,ligand 1.csv
2236_uff_e=741.61_out,-5.9,23.499,22.44,ligand 1.csv
2353_uff_e=535.63_out,-7.3,0.0,0.0,ligand 1.csv
2353_uff_e=535.63_out,-7.3,7.893,1.388,ligand 1.csv
2353_uff_e=535.63_out,-7.0,19.823,17.126,ligand 1.csv
2353_uff_e=535.63_out,-6.5,3.671,1.823,ligand 1.csv
2353_uff_e=535.63_out,-6.5,8.678,3.074,ligand 1.csv
2353_uff_e=535.63_out,-6.3,21.799,18.461,ligand 1.csv
2353_uff_e=535.63_out,-6.3,23.529,22.091,ligand 1.csv
2353_uff_e=535.63_out,-6.3,28.336,27.405,ligand 1.csv
2353_uff_e=535.63_out,-6.3,24.949,23.118,ligand 1.csv
2355_uff_e=340.72_out,-6.6,0.0,0.0,ligand 1.csv
2355_uff_e=340.72_out,-5.7,5.094,1.555,ligand 1.csv
2355_uff_e=340.72_out,-5.7,20.105,18.993,ligand 1.csv
2355_uff_e=340.72_out,-5.7,22.333,21.152,ligand 1.csv
2355_uff_e=340.72_out,-5.5,23.669,22.271,ligand 1.csv
2355_uff_e=340.72_out,-5.3,4.47,1.893,ligand 1.csv
2355_uff_e=340.72_out,-5.3,24.144,22.169,ligand 1.csv
2355_uff_e=340.72_out,-5.2,4.622,1.826,ligand 1.csv
2355_uff_e=340.72_out,-5.2,3.848,1.677,ligand 1.csv
2519_uff_e=273.34_out,-5.2,0.0,0.0,ligand 1.csv
2519_uff_e=273.34_out,-5.1,10.926,9.49,ligand 1.csv
2519_uff_e=273.34_out,-4.6,12.176,10.268,ligand 1.csv
2519_uff_e=273.34_out,-4.6,13.302,11.809,ligand 1.csv
2519_uff_e=273.34_out,-4.6,18.899,17.161,ligand 1.csv
2519_uff_e=273.34_out,-4.6,20.269,18.136,ligand 1.csv
2519_uff_e=273.34_out,-4.6,13.398,11.589,ligand 1.csv
2519_uff_e=273.34_out,-4.5,19.078,17.855,ligand 1.csv
2519_uff_e=273.34_out,-4.5,18.467,17.287,ligand 1.csv
2537_uff_e=393.94_out,-4.5,0.0,0.0,ligand 1.csv
2537_uff_e=393.94_out,-4.5,11.455,10.038,ligand 1.csv
2537_uff_e=393.94_out,-4.5,2.904,1.375,ligand 1.csv
2537_uff_e=393.94_out,-4.4,2.249,1.222,ligand 1.csv
2537_uff_e=393.94_out,-4.4,12.045,10.742,ligand 1.csv
2537_uff_e=393.94_out,-4.4,2.989,1.788,ligand 1.csv
2537_uff_e=393.94_out,-4.3,11.525,10.158,ligand 1.csv
2537_uff_e=393.94_out,-4.3,2.527,1.311,ligand 1.csv
2537_uff_e=393.94_out,-4.3,21.019,19.751,ligand 1.csv
2543_uff_e=273.71_out,-7.0,0.0,0.0,ligand 1.csv
2543_uff_e=273.71_out,-6.8,25.56,22.219,ligand 1.csv
2543_uff_e=273.71_out,-6.8,25.569,22.213,ligand 1.csv
2543_uff_e=273.71_out,-6.5,24.26,21.874,ligand 1.csv
2543_uff_e=273.71_out,-6.5,3.344,1.119,ligand 1.csv
2543_uff_e=273.71_out,-6.4,20.445,16.004,ligand 1.csv
2543_uff_e=273.71_out,-6.4,20.739,15.852,ligand 1.csv
2543_uff_e=273.71_out,-6.4,6.825,4.173,ligand 1.csv
2543_uff_e=273.71_out,-6.4,5.562,3.34,ligand 1.csv
2703_uff_e=638.49_out,-6.7,0.0,0.0,ligand 1.csv
2703_uff_e=638.49_out,-6.6,14.456,13.005,ligand 1.csv
2703_uff_e=638.49_out,-6.6,7.629,1.125,ligand 1.csv
2703_uff_e=638.49_out,-6.4,12.83,10.565,ligand 1.csv
2703_uff_e=638.49_out,-6.4,13.328,10.943,ligand 1.csv
2703_uff_e=638.49_out,-6.4,12.129,11.55,ligand 1.csv
2703_uff_e=638.49_out,-6.2,26.823,24.911,ligand 1.csv
2703_uff_e=638.49_out,-6.2,30.493,27.801,ligand 1.csv
2703_uff_e=638.49_out,-6.2,14.286,12.292,ligand 1.csv
2758_uff_e=345.66_out,-4.7,0.0,0.0,ligand 1.csv
2758_uff_e=345.66_out,-4.6,2.963,1.352,ligand 1.csv
2758_uff_e=345.66_out,-4.5,10.959,9.74,ligand 1.csv
2758_uff_e=345.66_out,-4.5,3.402,1.099,ligand 1.csv
2758_uff_e=345.66_out,-4.4,11.489,10.312,ligand 1.csv
2758_uff_e=345.66_out,-4.4,22.754,21.304,ligand 1.csv
2758_uff_e=345.66_out,-4.4,3.103,1.389,ligand 1.csv
2758_uff_e=345.66_out,-4.4,2.856,1.151,ligand 1.csv
2758_uff_e=345.66_out,-4.4,2.081,1.353,ligand 1.csv
2832_uff_e=755.50_out,-6.0,0.0,0.0,ligand 1.csv
2832_uff_e=755.50_out,-5.9,6.799,1.942,ligand 1.csv
2832_uff_e=755.50_out,-5.6,25.18,23.489,ligand 1.csv
2832_uff_e=755.50_out,-5.5,23.332,20.999,ligand 1.csv
2832_uff_e=755.50_out,-5.3,2.571,1.763,ligand 1.csv
2832_uff_e=755.50_out,-5.3,27.553,25.385,ligand 1.csv
2832_uff_e=755.50_out,-5.3,25.469,23.719,ligand 1.csv
2832_uff_e=755.50_out,-5.3,28.179,25.567,ligand 1.csv
2832_uff_e=755.50_out,-5.3,21.217,18.342,ligand 1.csv
2950_uff_e=182.14_out,-7.2,0.0,0.0,ligand 1.csv
2950_uff_e=182.14_out,-7.1,4.759,0.105,ligand 1.csv
2950_uff_e=182.14_out,-6.4,3.158,1.058,ligand 1.csv
2950_uff_e=182.14_out,-6.3,21.111,19.488,ligand 1.csv
2950_uff_e=182.14_out,-6.2,20.597,19.506,ligand 1.csv
2950_uff_e=182.14_out,-6.1,4.8,1.507,ligand 1.csv
2950_uff_e=182.14_out,-6.1,4.43,2.52,ligand 1.csv
2950_uff_e=182.14_out,-6.0,4.536,2.106,ligand 1.csv
2950_uff_e=182.14_out,-6.0,5.686,1.138,ligand 1.csv
2969_uff_e=38.52_out,-4.4,0.0,0.0,ligand 1.csv
2969_uff_e=38.52_out,-4.4,20.528,19.118,ligand 1.csv
2969_uff_e=38.52_out,-4.4,16.064,13.473,ligand 1.csv
2969_uff_e=38.52_out,-4.2,21.561,19.734,ligand 1.csv
2969_uff_e=38.52_out,-4.2,17.684,16.638,ligand 1.csv
2969_uff_e=38.52_out,-4.1,22.164,21.133,ligand 1.csv
2969_uff_e=38.52_out,-4.1,6.101,4.173,ligand 1.csv
2969_uff_e=38.52_out,-4.1,21.655,19.992,ligand 1.csv
2969_uff_e=38.52_out,-4.1,21.666,19.635,ligand 1.csv
3213_uff_e=383.43_out,-6.5,0.0,0.0,ligand 1.csv
3213_uff_e=383.43_out,-6.5,9.417,8.283,ligand 1.csv
3213_uff_e=383.43_out,-6.5,10.642,9.546,ligand 1.csv
3213_uff_e=383.43_out,-6.5,11.543,8.725,ligand 1.csv
3213_uff_e=383.43_out,-6.5,10.025,7.672,ligand 1.csv
3213_uff_e=383.43_out,-6.5,23.353,20.71,ligand 1.csv
3213_uff_e=383.43_out,-6.4,9.504,8.149,ligand 1.csv
3213_uff_e=383.43_out,-6.3,5.343,1.712,ligand 1.csv
3213_uff_e=383.43_out,-6.3,22.844,20.149,ligand 1.csv
3220_uff_e=214.07_out,-6.9,0.0,0.0,ligand 1.csv
3220_uff_e=214.07_out,-6.8,6.373,1.6,ligand 1.csv
3220_uff_e=214.07_out,-6.8,5.518,1.289,ligand 1.csv
3220_uff_e=214.07_out,-6.6,6.232,2.508,ligand 1.csv
3220_uff_e=214.07_out,-6.5,3.285,1.078,ligand 1.csv
3220_uff_e=214.07_out,-6.4,1.728,1.429,ligand 1.csv
3220_uff_e=214.07_out,-6.3,14.628,12.696,ligand 1.csv
3220_uff_e=214.07_out,-6.2,13.317,10.886,ligand 1.csv
3220_uff_e=214.07_out,-6.1,5.383,2.541,ligand 1.csv
3314_uff_e=170.50_out,-5.0,0.0,0.0,ligand 1.csv
3314_uff_e=170.50_out,-4.9,4.78,3.282,ligand 1.csv
3314_uff_e=170.50_out,-4.9,21.806,20.999,ligand 1.csv
3314_uff_e=170.50_out,-4.8,5.079,3.22,ligand 1.csv
3314_uff_e=170.50_out,-4.8,4.943,3.175,ligand 1.csv
3314_uff_e=170.50_out,-4.8,2.576,1.152,ligand 1.csv
3314_uff_e=170.50_out,-4.5,4.327,2.298,ligand 1.csv
3314_uff_e=170.50_out,-4.5,22.59,21.858,ligand 1.csv
3314_uff_e=170.50_out,-4.5,22.442,21.478,ligand 1.csv
3442_uff_e=92.60_out,-5.3,0.0,0.0,ligand 1.csv
3442_uff_e=92.60_out,-4.9,22.659,21.908,ligand 1.csv
3442_uff_e=92.60_out,-4.8,14.705,13.667,ligand 1.csv
3442_uff_e=92.60_out,-4.8,5.443,3.901,ligand 1.csv
3442_uff_e=92.60_out,-4.7,2.267,1.238,ligand 1.csv
3442_uff_e=92.60_out,-4.7,23.319,22.558,ligand 1.csv
3442_uff_e=92.60_out,-4.7,21.33,20.6,ligand 1.csv
3442_uff_e=92.60_out,-4.7,21.969,21.039,ligand 1.csv
3442_uff_e=92.60_out,-4.7,23.425,22.381,ligand 1.csv
3503_uff_e=895.61_out,-7.3,0.0,0.0,ligand 1.csv
3503_uff_e=895.61_out,-7.2,25.191,21.821,ligand 1.csv
3503_uff_e=895.61_out,-7.1,24.186,21.837,ligand 1.csv
3503_uff_e=895.61_out,-7.1,8.929,1.796,ligand 1.csv
3503_uff_e=895.61_out,-7.0,25.486,21.975,ligand 1.csv
3503_uff_e=895.61_out,-7.0,24.024,22.029,ligand 1.csv
3503_uff_e=895.61_out,-6.6,27.3,24.405,ligand 1.csv
3503_uff_e=895.61_out,-6.6,10.355,6.41,ligand 1.csv
3503_uff_e=895.61_out,-6.6,12.721,6.46,ligand 1.csv
3515_uff_e=293.98_out,-6.7,0.0,0.0,ligand 1.csv
3515_uff_e=293.98_out,-6.4,3.247,0.937,ligand 1.csv
3515_uff_e=293.98_out,-6.3,3.899,1.362,ligand 1.csv
3515_uff_e=293.98_out,-6.3,4.027,1.4,ligand 1.csv
